id,probe0,probe1,probe2,probe3,recordedat
2002,114.80,120.20,266.00,251.60,2019-01-13 17:30:04.499735-05
2003,114.80,120.20,266.00,251.60,2019-01-13 17:30:05.279672-05
2004,114.80,120.20,266.00,251.60,2019-01-13 17:30:06.839779-05
2005,114.80,120.20,266.00,251.60,2019-01-13 17:30:07.229778-05
2006,114.80,120.20,266.00,251.60,2019-01-13 17:30:08.400267-05
2007,114.80,120.20,266.00,251.60,2019-01-13 17:30:09.179844-05
2008,114.80,120.20,266.00,249.80,2019-01-13 17:30:10.349854-05
2009,114.80,120.20,266.00,249.80,2019-01-13 17:30:11.129792-05
2010,114.80,120.20,266.00,249.80,2019-01-13 17:30:12.300011-05
2011,114.80,120.20,266.00,249.80,2019-01-13 17:30:13.469867-05
2012,114.80,120.20,266.00,249.80,2019-01-13 17:30:14.249991-05
2013,114.80,120.20,266.00,249.80,2019-01-13 17:30:15.419855-05
2014,114.80,120.20,266.00,249.80,2019-01-13 17:30:16.199895-05
2015,114.80,120.20,267.80,249.80,2019-01-13 17:30:17.370102-05
2016,114.80,120.20,267.80,249.80,2019-01-13 17:30:18.150073-05
2017,114.80,120.20,267.80,249.80,2019-01-13 17:30:19.319638-05
2018,114.80,120.20,267.80,249.80,2019-01-13 17:30:20.490115-05
2019,114.80,120.20,267.80,249.80,2019-01-13 17:30:21.270081-05
2020,114.80,120.20,267.80,249.80,2019-01-13 17:30:22.829818-05
2021,114.80,120.20,267.80,249.80,2019-01-13 17:30:23.219826-05
2022,114.80,120.20,267.80,249.80,2019-01-13 17:30:24.390598-05
2023,114.80,120.20,267.80,249.80,2019-01-13 17:30:25.559889-05
2024,114.80,120.20,267.80,249.80,2019-01-13 17:30:26.33992-05
2025,114.80,120.20,267.80,249.80,2019-01-13 17:30:27.509786-05
2026,114.80,120.20,267.80,249.80,2019-01-13 17:30:28.289873-05
2027,114.80,120.20,267.80,249.80,2019-01-13 17:30:29.460053-05
2028,114.80,120.20,267.80,249.80,2019-01-13 17:30:30.24012-05
2029,114.80,120.20,269.60,249.80,2019-01-13 17:30:31.409955-05
2030,114.80,120.20,269.60,249.80,2019-01-13 17:30:32.189979-05
2031,114.80,120.20,269.60,249.80,2019-01-13 17:30:33.359823-05
2032,114.80,120.20,269.60,249.80,2019-01-13 17:30:34.140207-05
2033,114.80,120.20,269.60,249.80,2019-01-13 17:30:35.310035-05
2034,114.80,120.20,269.60,249.80,2019-01-13 17:30:36.4801-05
2035,114.80,120.20,269.60,249.80,2019-01-13 17:30:37.260092-05
2036,114.80,120.20,267.80,249.80,2019-01-13 17:30:38.429921-05
2037,114.80,120.20,267.80,249.80,2019-01-13 17:30:39.210965-05
2038,114.80,120.20,267.80,249.80,2019-01-13 17:30:40.38044-05
2039,114.80,120.20,267.80,249.80,2019-01-13 17:30:41.160285-05
2040,114.80,120.20,267.80,249.80,2019-01-13 17:30:42.330279-05
2041,114.80,120.20,267.80,249.80,2019-01-13 17:30:43.500108-05
2042,114.80,120.20,267.80,249.80,2019-01-13 17:30:44.280027-05
2043,114.80,120.20,267.80,249.80,2019-01-13 17:30:45.450216-05
2044,114.80,120.20,267.80,249.80,2019-01-13 17:30:46.620105-05
2045,114.80,120.20,267.80,249.80,2019-01-13 17:30:47.399997-05
2046,114.80,120.20,267.80,249.80,2019-01-13 17:30:48.180171-05
2047,114.80,120.20,266.00,249.80,2019-01-13 17:30:49.350274-05
2048,116.60,120.20,266.00,249.80,2019-01-13 17:30:50.519891-05
2049,116.60,120.20,266.00,249.80,2019-01-13 17:30:51.300197-05
2050,116.60,120.20,266.00,249.80,2019-01-13 17:30:52.47005-05
2051,116.60,120.20,266.00,249.80,2019-01-13 17:30:53.250051-05
2052,116.60,120.20,266.00,249.80,2019-01-13 17:30:54.420101-05
2053,116.60,120.20,266.00,249.80,2019-01-13 17:30:55.200414-05
2054,116.60,120.20,266.00,249.80,2019-01-13 17:30:56.37025-05
2055,116.60,120.20,266.00,249.80,2019-01-13 17:30:57.150786-05
2056,116.60,120.20,266.00,249.80,2019-01-13 17:30:58.319965-05
2057,116.60,120.20,266.00,249.80,2019-01-13 17:30:59.490564-05
2058,116.60,120.20,266.00,249.80,2019-01-13 17:31:00.270229-05
2059,116.60,120.20,266.00,249.80,2019-01-13 17:31:01.462053-05
2060,116.60,120.20,266.00,249.80,2019-01-13 17:31:02.220318-05
2061,116.60,120.20,266.00,249.80,2019-01-13 17:31:03.390283-05
2062,116.60,120.20,266.00,249.80,2019-01-13 17:31:04.170077-05
2063,116.60,120.20,266.00,249.80,2019-01-13 17:31:05.340079-05
2064,116.60,120.20,266.00,249.80,2019-01-13 17:31:06.510294-05
2065,116.60,120.20,266.00,249.80,2019-01-13 17:31:07.290252-05
2066,116.60,120.20,266.00,249.80,2019-01-13 17:31:08.460506-05
2067,116.60,120.20,266.00,249.80,2019-01-13 17:31:09.240768-05
2068,116.60,120.20,266.00,249.80,2019-01-13 17:31:10.4101-05
2069,116.60,120.20,267.80,249.80,2019-01-13 17:31:11.190274-05
2070,116.60,120.20,267.80,249.80,2019-01-13 17:31:12.360245-05
2071,116.60,120.20,267.80,249.80,2019-01-13 17:31:13.14028-05
2072,116.60,120.20,267.80,249.80,2019-01-13 17:31:14.310352-05
2073,116.60,120.20,267.80,249.80,2019-01-13 17:31:15.480253-05
2074,116.60,120.20,266.00,249.80,2019-01-13 17:31:16.260469-05
2075,116.60,120.20,266.00,249.80,2019-01-13 17:31:17.430164-05
2076,116.60,120.20,266.00,249.80,2019-01-13 17:31:18.210407-05
2077,116.60,120.20,266.00,249.80,2019-01-13 17:31:19.380652-05
2078,116.60,120.20,266.00,249.80,2019-01-13 17:31:20.160394-05
2079,116.60,120.20,266.00,249.80,2019-01-13 17:31:21.330342-05
2080,116.60,120.20,266.00,249.80,2019-01-13 17:31:22.500249-05
2081,116.60,120.20,266.00,249.80,2019-01-13 17:31:23.281122-05
2082,116.60,120.20,266.00,249.80,2019-01-13 17:31:24.450201-05
2083,116.60,120.20,266.00,249.80,2019-01-13 17:31:25.230652-05
2084,116.60,120.20,266.00,249.80,2019-01-13 17:31:26.400227-05
2085,116.60,120.20,266.00,249.80,2019-01-13 17:31:27.180529-05
2086,116.60,120.20,266.00,249.80,2019-01-13 17:31:28.350547-05
2087,116.60,120.20,266.00,249.80,2019-01-13 17:31:29.520578-05
2088,116.60,120.20,266.00,249.80,2019-01-13 17:31:30.300477-05
2089,116.60,120.20,266.00,249.80,2019-01-13 17:31:31.470439-05
2090,116.60,122.00,266.00,249.80,2019-01-13 17:31:32.250527-05
2091,116.60,122.00,266.00,249.80,2019-01-13 17:31:33.420251-05
2092,116.60,122.00,266.00,249.80,2019-01-13 17:31:34.200724-05
2093,116.60,122.00,266.00,249.80,2019-01-13 17:31:35.370318-05
2094,116.60,122.00,266.00,249.80,2019-01-13 17:31:36.150206-05
2095,116.60,122.00,266.00,249.80,2019-01-13 17:31:37.320275-05
2096,116.60,122.00,266.00,249.80,2019-01-13 17:31:38.490624-05
2097,116.60,122.00,266.00,249.80,2019-01-13 17:31:39.270801-05
2098,116.60,122.00,266.00,249.80,2019-01-13 17:31:40.440489-05
2099,116.60,122.00,264.20,249.80,2019-01-13 17:31:41.220645-05
2100,116.60,122.00,264.20,251.60,2019-01-13 17:31:42.390358-05
2101,116.60,122.00,264.20,251.60,2019-01-13 17:31:43.560407-05
2102,116.60,122.00,264.20,251.60,2019-01-13 17:31:44.340386-05
2103,116.60,122.00,266.00,251.60,2019-01-13 17:31:45.510382-05
2104,116.60,122.00,266.00,251.60,2019-01-13 17:31:46.290287-05
2105,116.60,122.00,266.00,251.60,2019-01-13 17:31:47.46152-05
2106,116.60,122.00,267.80,251.60,2019-01-13 17:31:48.240641-05
2107,116.60,122.00,267.80,251.60,2019-01-13 17:31:49.410565-05
2108,116.60,122.00,266.00,251.60,2019-01-13 17:31:50.190718-05
2109,116.60,122.00,266.00,251.60,2019-01-13 17:31:51.360365-05
2110,116.60,122.00,267.80,251.60,2019-01-13 17:31:52.530679-05
2111,116.60,122.00,267.80,251.60,2019-01-13 17:31:53.310315-05
2112,116.60,122.00,266.00,251.60,2019-01-13 17:31:54.480528-05
2113,116.60,122.00,266.00,251.60,2019-01-13 17:31:55.260818-05
2114,116.60,122.00,267.80,251.60,2019-01-13 17:31:56.430518-05
2115,116.60,122.00,267.80,251.60,2019-01-13 17:31:57.210806-05
2116,116.60,122.00,267.80,251.60,2019-01-13 17:31:58.380766-05
2117,116.60,122.00,267.80,251.60,2019-01-13 17:31:59.160792-05
2118,116.60,122.00,267.80,251.60,2019-01-13 17:32:00.330478-05
2119,116.60,122.00,267.80,251.60,2019-01-13 17:32:01.500578-05
2120,116.60,122.00,267.80,251.60,2019-01-13 17:32:02.280688-05
2121,116.60,122.00,269.60,251.60,2019-01-13 17:32:03.840669-05
2122,116.60,122.00,269.60,251.60,2019-01-13 17:32:04.230871-05
2123,116.60,122.00,269.60,251.60,2019-01-13 17:32:05.40054-05
2124,116.60,122.00,269.60,251.60,2019-01-13 17:32:06.18073-05
2125,116.60,122.00,269.60,251.60,2019-01-13 17:32:07.350783-05
2126,116.60,122.00,267.80,251.60,2019-01-13 17:32:08.910923-05
2127,116.60,122.00,267.80,251.60,2019-01-13 17:32:09.300687-05
2128,116.60,122.00,267.80,251.60,2019-01-13 17:32:10.470723-05
2129,116.60,122.00,267.80,251.60,2019-01-13 17:32:11.251285-05
2130,116.60,122.00,267.80,251.60,2019-01-13 17:32:12.420716-05
2131,116.60,122.00,267.80,251.60,2019-01-13 17:32:13.200761-05
2132,116.60,122.00,267.80,251.60,2019-01-13 17:32:14.370993-05
2133,116.60,122.00,267.80,251.60,2019-01-13 17:32:15.541567-05
2134,116.60,122.00,267.80,251.60,2019-01-13 17:32:16.320874-05
2135,116.60,122.00,266.00,251.60,2019-01-13 17:32:17.490693-05
2136,116.60,122.00,266.00,249.80,2019-01-13 17:32:18.270933-05
2137,116.60,122.00,266.00,249.80,2019-01-13 17:32:19.440635-05
2138,116.60,122.00,266.00,249.80,2019-01-13 17:32:20.220883-05
2139,116.60,122.00,267.80,249.80,2019-01-13 17:32:21.390745-05
2140,116.60,122.00,267.80,249.80,2019-01-13 17:32:22.17093-05
2141,116.60,122.00,267.80,249.80,2019-01-13 17:32:23.730779-05
2142,116.60,122.00,267.80,249.80,2019-01-13 17:32:24.510772-05
2143,116.60,122.00,267.80,249.80,2019-01-13 17:32:25.291068-05
2144,116.60,122.00,267.80,249.80,2019-01-13 17:32:26.460801-05
2145,116.60,122.00,267.80,249.80,2019-01-13 17:32:27.241189-05
2146,116.60,122.00,267.80,251.60,2019-01-13 17:32:28.411138-05
2147,116.60,122.00,267.80,251.60,2019-01-13 17:32:29.190915-05
2148,116.60,122.00,267.80,251.60,2019-01-13 17:32:30.360795-05
2149,116.60,122.00,267.80,251.60,2019-01-13 17:32:31.530778-05
2150,116.60,122.00,267.80,251.60,2019-01-13 17:32:32.310911-05
2151,116.60,122.00,267.80,251.60,2019-01-13 17:32:33.480798-05
2152,116.60,122.00,267.80,251.60,2019-01-13 17:32:34.261075-05
2153,116.60,122.00,267.80,251.60,2019-01-13 17:32:35.430627-05
2154,116.60,122.00,267.80,251.60,2019-01-13 17:32:36.210958-05
2155,116.60,122.00,269.60,251.60,2019-01-13 17:32:37.381003-05
2156,116.60,122.00,269.60,251.60,2019-01-13 17:32:38.550856-05
2157,116.60,122.00,269.60,251.60,2019-01-13 17:32:39.330747-05
2158,116.60,122.00,269.60,251.60,2019-01-13 17:32:40.500793-05
2159,116.60,122.00,269.60,251.60,2019-01-13 17:32:41.280892-05
2160,116.60,122.00,269.60,251.60,2019-01-13 17:32:42.451447-05
2161,116.60,122.00,269.60,251.60,2019-01-13 17:32:43.231634-05
2162,116.60,122.00,267.80,251.60,2019-01-13 17:32:44.400799-05
2163,116.60,122.00,267.80,251.60,2019-01-13 17:32:45.181055-05
2164,116.60,122.00,267.80,251.60,2019-01-13 17:32:46.350959-05
2165,116.60,122.00,267.80,251.60,2019-01-13 17:32:47.520883-05
2166,116.60,122.00,267.80,251.60,2019-01-13 17:32:48.300966-05
2167,116.60,122.00,267.80,251.60,2019-01-13 17:32:49.471031-05
2168,116.60,122.00,267.80,251.60,2019-01-13 17:32:50.251215-05
2169,116.60,122.00,267.80,251.60,2019-01-13 17:32:51.421503-05
2170,116.60,122.00,267.80,251.60,2019-01-13 17:32:52.20116-05
2171,116.60,122.00,267.80,251.60,2019-01-13 17:32:53.371455-05
2172,116.60,122.00,267.80,251.60,2019-01-13 17:32:54.541439-05
2173,116.60,122.00,267.80,251.60,2019-01-13 17:32:55.320944-05
2174,116.60,122.00,267.80,251.60,2019-01-13 17:32:56.490937-05
2175,116.60,122.00,267.80,251.60,2019-01-13 17:32:57.270971-05
2176,116.60,122.00,267.80,251.60,2019-01-13 17:32:58.441065-05
2177,116.60,122.00,267.80,251.60,2019-01-13 17:32:59.22113-05
2178,116.60,122.00,267.80,251.60,2019-01-13 17:33:00.391019-05
2179,116.60,122.00,267.80,251.60,2019-01-13 17:33:01.561015-05
2180,116.60,122.00,267.80,251.60,2019-01-13 17:33:02.340856-05
2181,116.60,122.00,267.80,251.60,2019-01-13 17:33:03.510874-05
2182,116.60,122.00,267.80,251.60,2019-01-13 17:33:04.291078-05
2183,116.60,122.00,267.80,251.60,2019-01-13 17:33:05.461016-05
2184,116.60,122.00,267.80,251.60,2019-01-13 17:33:06.241142-05
2185,116.60,122.00,267.80,251.60,2019-01-13 17:33:07.41087-05
2186,116.60,122.00,267.80,251.60,2019-01-13 17:33:08.191134-05
2187,116.60,122.00,267.80,251.60,2019-01-13 17:33:09.361165-05
2188,116.60,122.00,267.80,251.60,2019-01-13 17:33:10.531044-05
2189,116.60,122.00,266.00,251.60,2019-01-13 17:33:11.310927-05
2190,116.60,122.00,266.00,251.60,2019-01-13 17:33:12.481348-05
2191,116.60,122.00,266.00,251.60,2019-01-13 17:33:13.261272-05
2192,116.60,122.00,266.00,251.60,2019-01-13 17:33:14.431467-05
2193,116.60,122.00,266.00,251.60,2019-01-13 17:33:15.211218-05
2194,118.40,122.00,266.00,251.60,2019-01-13 17:33:16.381603-05
2195,118.40,122.00,266.00,251.60,2019-01-13 17:33:17.551075-05
2196,118.40,122.00,266.00,251.60,2019-01-13 17:33:18.331162-05
2197,118.40,122.00,266.00,251.60,2019-01-13 17:33:19.501176-05
2198,118.40,122.00,266.00,251.60,2019-01-13 17:33:20.281202-05
2199,118.40,122.00,266.00,251.60,2019-01-13 17:33:21.451349-05
2200,118.40,122.00,267.80,251.60,2019-01-13 17:33:22.23173-05
2201,118.40,122.00,267.80,251.60,2019-01-13 17:33:23.400948-05
2202,118.40,122.00,269.60,251.60,2019-01-13 17:33:24.571618-05
2203,118.40,122.00,269.60,251.60,2019-01-13 17:33:25.351021-05
2204,118.40,122.00,269.60,251.60,2019-01-13 17:33:26.521376-05
2205,118.40,122.00,269.60,251.60,2019-01-13 17:33:27.301566-05
2206,118.40,122.00,269.60,251.60,2019-01-13 17:33:28.47114-05
2207,118.40,122.00,267.80,251.60,2019-01-13 17:33:29.251251-05
2208,118.40,122.00,267.80,251.60,2019-01-13 17:33:30.421201-05
2209,118.40,122.00,267.80,251.60,2019-01-13 17:33:31.20133-05
2210,118.40,122.00,267.80,251.60,2019-01-13 17:33:32.371477-05
2211,118.40,122.00,267.80,251.60,2019-01-13 17:33:33.541213-05
2212,118.40,122.00,267.80,251.60,2019-01-13 17:33:34.321331-05
2213,118.40,122.00,269.60,251.60,2019-01-13 17:33:35.491757-05
2214,118.40,122.00,267.80,251.60,2019-01-13 17:33:36.271171-05
2215,118.40,122.00,267.80,251.60,2019-01-13 17:33:37.441273-05
2216,118.40,122.00,267.80,251.60,2019-01-13 17:33:38.221284-05
2217,118.40,122.00,267.80,251.60,2019-01-13 17:33:39.391086-05
2218,118.40,122.00,267.80,251.60,2019-01-13 17:33:40.561524-05
2219,118.40,122.00,267.80,251.60,2019-01-13 17:33:41.731645-05
2220,118.40,122.00,267.80,251.60,2019-01-13 17:33:42.511455-05
2221,118.40,122.00,267.80,251.60,2019-01-13 17:33:43.291294-05
2222,118.40,122.00,267.80,251.60,2019-01-13 17:33:44.461438-05
2223,118.40,122.00,267.80,251.60,2019-01-13 17:33:45.241452-05
2224,118.40,122.00,267.80,251.60,2019-01-13 17:33:46.41125-05
2225,118.40,122.00,267.80,251.60,2019-01-13 17:33:47.58133-05
2226,118.40,122.00,267.80,251.60,2019-01-13 17:33:48.361286-05
2227,118.40,122.00,267.80,251.60,2019-01-13 17:33:49.531491-05
2228,118.40,122.00,267.80,251.60,2019-01-13 17:33:50.311176-05
2229,118.40,122.00,267.80,251.60,2019-01-13 17:33:51.481324-05
2230,118.40,122.00,267.80,251.60,2019-01-13 17:33:52.261462-05
2231,118.40,122.00,267.80,251.60,2019-01-13 17:33:53.431321-05
2232,118.40,122.00,267.80,251.60,2019-01-13 17:33:54.211499-05
2233,118.40,122.00,267.80,251.60,2019-01-13 17:33:55.381475-05
2234,118.40,122.00,266.00,251.60,2019-01-13 17:33:56.941577-05
2235,118.40,122.00,266.00,251.60,2019-01-13 17:33:57.331227-05
2236,118.40,123.80,266.00,251.60,2019-01-13 17:33:58.50138-05
2237,118.40,123.80,266.00,251.60,2019-01-13 17:33:59.281651-05
2238,118.40,123.80,266.00,251.60,2019-01-13 17:34:00.453476-05
2239,118.40,123.80,266.00,251.60,2019-01-13 17:34:01.233738-05
2240,118.40,123.80,266.00,251.60,2019-01-13 17:34:02.401474-05
2241,118.40,123.80,266.00,251.60,2019-01-13 17:34:03.571855-05
2242,118.40,123.80,266.00,251.60,2019-01-13 17:34:04.352775-05
2243,118.40,123.80,266.00,251.60,2019-01-13 17:34:05.52173-05
2244,118.40,123.80,266.00,251.60,2019-01-13 17:34:06.30149-05
2245,118.40,123.80,267.80,251.60,2019-01-13 17:34:07.471393-05
2246,118.40,123.80,267.80,251.60,2019-01-13 17:34:08.25395-05
2247,118.40,123.80,266.00,251.60,2019-01-13 17:34:09.421532-05
2248,118.40,123.80,266.00,251.60,2019-01-13 17:34:10.202789-05
2249,118.40,123.80,266.00,251.60,2019-01-13 17:34:11.371402-05
2250,118.40,123.80,266.00,251.60,2019-01-13 17:34:12.541589-05
2251,118.40,123.80,266.00,251.60,2019-01-13 17:34:13.32242-05
2252,118.40,123.80,266.00,251.60,2019-01-13 17:34:14.881981-05
2253,118.40,123.80,266.00,251.60,2019-01-13 17:34:15.271672-05
2254,118.40,123.80,266.00,251.60,2019-01-13 17:34:16.441363-05
2255,118.40,123.80,266.00,251.60,2019-01-13 17:34:17.221697-05
2256,118.40,123.80,266.00,251.60,2019-01-13 17:34:18.391673-05
2257,118.40,123.80,266.00,251.60,2019-01-13 17:34:19.561548-05
2258,118.40,123.80,266.00,251.60,2019-01-13 17:34:20.341532-05
2259,118.40,123.80,266.00,251.60,2019-01-13 17:34:21.511502-05
2260,118.40,123.80,266.00,251.60,2019-01-13 17:34:22.291809-05
2261,118.40,123.80,267.80,251.60,2019-01-13 17:34:23.461616-05
2262,118.40,123.80,267.80,251.60,2019-01-13 17:34:24.241669-05
2263,118.40,123.80,267.80,251.60,2019-01-13 17:34:25.411495-05
2264,118.40,123.80,267.80,251.60,2019-01-13 17:34:26.581513-05
2265,118.40,123.80,267.80,251.60,2019-01-13 17:34:27.36184-05
2266,118.40,123.80,267.80,251.60,2019-01-13 17:34:28.531673-05
2267,118.40,123.80,267.80,251.60,2019-01-13 17:34:29.311805-05
2268,118.40,123.80,267.80,251.60,2019-01-13 17:34:30.481733-05
2269,118.40,123.80,267.80,251.60,2019-01-13 17:34:31.261643-05
2270,118.40,123.80,267.80,251.60,2019-01-13 17:34:32.431785-05
2271,118.40,123.80,267.80,251.60,2019-01-13 17:34:33.211756-05
2272,118.40,123.80,267.80,251.60,2019-01-13 17:34:34.382417-05
2273,118.40,123.80,267.80,251.60,2019-01-13 17:34:35.551789-05
2274,118.40,123.80,267.80,251.60,2019-01-13 17:34:36.331702-05
2275,118.40,123.80,267.80,251.60,2019-01-13 17:34:37.501853-05
2276,118.40,123.80,267.80,251.60,2019-01-13 17:34:38.281836-05
2277,118.40,123.80,267.80,251.60,2019-01-13 17:34:39.842114-05
2278,118.40,123.80,267.80,251.60,2019-01-13 17:34:40.231895-05
2279,118.40,123.80,267.80,251.60,2019-01-13 17:34:41.401773-05
2280,118.40,123.80,267.80,251.60,2019-01-13 17:34:42.96159-05
2281,118.40,123.80,267.80,251.60,2019-01-13 17:34:43.351669-05
2282,118.40,123.80,267.80,251.60,2019-01-13 17:34:44.522421-05
2283,118.40,123.80,267.80,251.60,2019-01-13 17:34:45.302154-05
2284,118.40,123.80,267.80,251.60,2019-01-13 17:34:46.472086-05
2285,118.40,123.80,267.80,251.60,2019-01-13 17:34:47.251964-05
2286,118.40,123.80,267.80,251.60,2019-01-13 17:34:48.421778-05
2287,118.40,123.80,267.80,251.60,2019-01-13 17:34:49.591763-05
2288,118.40,123.80,266.00,251.60,2019-01-13 17:34:50.371818-05
2289,118.40,123.80,266.00,251.60,2019-01-13 17:34:51.931777-05
2290,118.40,123.80,266.00,251.60,2019-01-13 17:34:52.3218-05
2291,118.40,123.80,266.00,251.60,2019-01-13 17:34:53.492039-05
2292,118.40,123.80,266.00,251.60,2019-01-13 17:34:54.27195-05
2293,118.40,123.80,266.00,251.60,2019-01-13 17:34:55.441912-05
2294,118.40,123.80,266.00,251.60,2019-01-13 17:34:56.222075-05
2295,118.40,123.80,266.00,251.60,2019-01-13 17:34:57.391812-05
2296,118.40,123.80,266.00,251.60,2019-01-13 17:34:58.562037-05
2297,118.40,123.80,266.00,251.60,2019-01-13 17:34:59.34162-05
2298,118.40,123.80,266.00,251.60,2019-01-13 17:35:00.511766-05
2299,118.40,123.80,266.00,251.60,2019-01-13 17:35:01.294595-05
2300,118.40,123.80,266.00,251.60,2019-01-13 17:35:02.461784-05
2301,118.40,123.80,264.20,251.60,2019-01-13 17:35:03.242506-05
2302,118.40,123.80,264.20,251.60,2019-01-13 17:35:04.411952-05
2303,118.40,123.80,264.20,251.60,2019-01-13 17:35:05.582042-05
2304,118.40,123.80,264.20,251.60,2019-01-13 17:35:06.751836-05
2305,118.40,123.80,264.20,251.60,2019-01-13 17:35:07.532084-05
2306,118.40,123.80,264.20,251.60,2019-01-13 17:35:08.311995-05
2307,118.40,123.80,264.20,251.60,2019-01-13 17:35:09.482289-05
2308,118.40,123.80,264.20,249.80,2019-01-13 17:35:10.261999-05
2309,118.40,123.80,264.20,249.80,2019-01-13 17:35:11.431879-05
2310,118.40,123.80,264.20,251.60,2019-01-13 17:35:12.602099-05
2311,118.40,123.80,264.20,251.60,2019-01-13 17:35:13.382536-05
2312,118.40,123.80,264.20,251.60,2019-01-13 17:35:14.552466-05
2313,118.40,123.80,264.20,251.60,2019-01-13 17:35:15.331891-05
2314,118.40,123.80,264.20,251.60,2019-01-13 17:35:16.501962-05
2315,118.40,123.80,264.20,251.60,2019-01-13 17:35:17.282013-05
2316,118.40,123.80,264.20,251.60,2019-01-13 17:35:18.452225-05
2317,118.40,123.80,264.20,251.60,2019-01-13 17:35:19.621999-05
2318,118.40,123.80,264.20,251.60,2019-01-13 17:35:20.402001-05
2319,118.40,123.80,266.00,251.60,2019-01-13 17:35:21.572341-05
2320,118.40,123.80,266.00,251.60,2019-01-13 17:35:22.352396-05
2321,118.40,123.80,266.00,251.60,2019-01-13 17:35:23.521826-05
2322,118.40,123.80,267.80,251.60,2019-01-13 17:35:24.302281-05
2323,118.40,123.80,267.80,251.60,2019-01-13 17:35:25.471963-05
2324,118.40,123.80,267.80,251.60,2019-01-13 17:35:26.252171-05
2325,118.40,123.80,267.80,251.60,2019-01-13 17:35:27.422134-05
2326,118.40,123.80,267.80,251.60,2019-01-13 17:35:28.592029-05
2327,118.40,123.80,267.80,251.60,2019-01-13 17:35:29.371961-05
2328,118.40,123.80,266.00,251.60,2019-01-13 17:35:30.542176-05
2329,118.40,123.80,266.00,251.60,2019-01-13 17:35:31.322206-05
2330,118.40,123.80,266.00,251.60,2019-01-13 17:35:32.492146-05
2331,118.40,123.80,267.80,251.60,2019-01-13 17:35:33.272409-05
2332,118.40,123.80,267.80,251.60,2019-01-13 17:35:34.442624-05
2333,118.40,123.80,269.60,251.60,2019-01-13 17:35:35.612373-05
2334,118.40,123.80,269.60,251.60,2019-01-13 17:35:36.782356-05
2335,118.40,123.80,269.60,251.60,2019-01-13 17:35:37.561999-05
2336,118.40,123.80,269.60,251.60,2019-01-13 17:35:38.732287-05
2337,118.40,123.80,269.60,251.60,2019-01-13 17:35:39.512045-05
2338,118.40,123.80,269.60,251.60,2019-01-13 17:35:40.292405-05
2339,118.40,123.80,269.60,251.60,2019-01-13 17:35:41.462188-05
2340,118.40,123.80,267.80,251.60,2019-01-13 17:35:42.242592-05
2341,118.40,123.80,267.80,251.60,2019-01-13 17:35:43.412225-05
2342,118.40,123.80,267.80,251.60,2019-01-13 17:35:44.582293-05
2343,120.20,123.80,267.80,251.60,2019-01-13 17:35:45.362069-05
2344,120.20,123.80,269.60,251.60,2019-01-13 17:35:46.532557-05
2345,120.20,123.80,269.60,251.60,2019-01-13 17:35:47.312159-05
2346,120.20,123.80,267.80,251.60,2019-01-13 17:35:48.482343-05
2347,120.20,123.80,267.80,251.60,2019-01-13 17:35:49.262302-05
2348,120.20,123.80,267.80,251.60,2019-01-13 17:35:50.432408-05
2349,120.20,123.80,267.80,251.60,2019-01-13 17:35:51.602456-05
2350,120.20,123.80,267.80,251.60,2019-01-13 17:35:52.382973-05
2351,120.20,123.80,267.80,251.60,2019-01-13 17:35:53.55216-05
2352,120.20,123.80,267.80,251.60,2019-01-13 17:35:54.332508-05
2353,120.20,123.80,266.00,251.60,2019-01-13 17:35:55.502067-05
2354,120.20,123.80,266.00,251.60,2019-01-13 17:35:56.282438-05
2355,120.20,123.80,266.00,251.60,2019-01-13 17:35:57.452342-05
2356,120.20,123.80,266.00,251.60,2019-01-13 17:35:58.622282-05
2357,120.20,123.80,266.00,251.60,2019-01-13 17:35:59.402208-05
2358,120.20,123.80,266.00,251.60,2019-01-13 17:36:00.575584-05
2359,120.20,123.80,266.00,251.60,2019-01-13 17:36:01.355009-05
2360,120.20,123.80,266.00,251.60,2019-01-13 17:36:02.522203-05
2361,120.20,123.80,266.00,251.60,2019-01-13 17:36:03.302335-05
2362,120.20,123.80,266.00,251.60,2019-01-13 17:36:04.862562-05
2363,120.20,123.80,266.00,251.60,2019-01-13 17:36:05.642364-05
2364,120.20,123.80,266.00,251.60,2019-01-13 17:36:06.422313-05
2365,120.20,123.80,266.00,251.60,2019-01-13 17:36:07.592246-05
2366,120.20,123.80,266.00,251.60,2019-01-13 17:36:08.3722-05
2367,120.20,123.80,266.00,251.60,2019-01-13 17:36:09.542186-05
2368,120.20,123.80,266.00,251.60,2019-01-13 17:36:10.322401-05
2369,120.20,123.80,266.00,251.60,2019-01-13 17:36:11.492238-05
2370,120.20,123.80,266.00,251.60,2019-01-13 17:36:12.272697-05
2371,120.20,123.80,266.00,251.60,2019-01-13 17:36:13.442339-05
2372,120.20,123.80,266.00,251.60,2019-01-13 17:36:14.612775-05
2373,120.20,123.80,266.00,251.60,2019-01-13 17:36:15.392424-05
2374,120.20,123.80,266.00,251.60,2019-01-13 17:36:16.562657-05
2375,120.20,123.80,266.00,251.60,2019-01-13 17:36:17.342506-05
2376,120.20,123.80,264.20,251.60,2019-01-13 17:36:18.512497-05
2377,120.20,123.80,264.20,251.60,2019-01-13 17:36:19.292466-05
2378,120.20,123.80,264.20,251.60,2019-01-13 17:36:20.46233-05
